platform	course_id	course_name	course_category
P	p-1526	An Introduction to Algorithmics	Data
P	p-1527	Interpreting Data Using Statistical Models with Python	Data
P	p-1528	Interpreting Data Using Descriptive Statistics with Python	Data
P	p-1529	Architecting with Google Kubernetes Engine - Production	Cloud
P	p-1530	Introduction to Project Management & the PMPÂ® Exam	Project Management
P	p-1531	Creating Well-tested Applications in Go	"Languages, Frameworks, and Tools"
P	p-1532	Code School: Breaking the Ice with Regular Expressions	"Languages, Frameworks, and Tools"
P	p-1533	Code School: Git Real	"Languages, Frameworks, and Tools"
P	p-1534	Microsoft Azure: The Big Picture	Cloud
P	p-1535	Quantum Computing: Getting Started with Q#	"Languages, Frameworks, and Tools"
P	p-1536	Quantum Computing Deep Dive: CodeMash	"Languages, Frameworks, and Tools"
P	p-1537	Cisco Enterprise Networks: NAT and Security	IT Infrastructure
P	p-1538	ScratchJr Interactive Collage	"Languages, Frameworks, and Tools"
P	p-1539	Cassandra for Developers	Data
P	p-1540	Modern Java: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1541	Configuring a Cisco Router	IT Infrastructure
P	p-1542	Building Packet Tracer Labs for CCNA Study: Fundamentals	IT Infrastructure
P	p-1543	Managing Apps on Kubernetes with Istio	IT Infrastructure
P	p-1544	JavaScript: Functions	"Languages, Frameworks, and Tools"
P	p-1545	Laying the Foundation for Penetration Testing for CompTIA PenTest+	Security
P	p-1546	Running Jenkins in Docker	IT Infrastructure
P	p-1547	Centralized Logging with the Elastic Stack: Getting Started	IT Infrastructure
P	p-1548	Figma: Getting Started	"Languages, Frameworks, and Tools"
P	p-1549	Managing Azure IaaS with PowerShell	Cloud
P	p-1550	AWS Networking Deep Dive: Elastic Load Balancing (ELB)	Cloud
P	p-1551	Delivering Content on AWS with Amazon CloudFront	Cloud
P	p-1552	AWS Networking and the API Gateway	Cloud
P	p-1553	Querying Data from PostgreSQL	Data
P	p-1554	Cinema 4D Mograph Fundamentals	Creative
P	p-1555	Provisioning and Managing Networks Using Common Automation Tools	IT Infrastructure
P	p-1556	Django Fundamentals	Web Development
P	p-1557	Gradle Build Tool Fundamentals	"Languages, Frameworks, and Tools"
P	p-1558	Understanding the Java Virtual Machine: Memory Management	"Languages, Frameworks, and Tools"
P	p-1559	Getting Started with Cisco Firepower â€“ Initial Configuration	Security
P	p-1560	AI: Executive Briefing	Data
P	p-1561	Cloud: Executive Briefing	Cloud
P	p-1562	Zero Trust Networking (ZTN): The Big Picture	Security
P	p-1563	Exploring and Visualising Data with ElasticSearch for Data Scientists	Data
P	p-1564	Designing QoS for IP and MPLS Networks	IT Infrastructure
P	p-1565	CentOS Enterprise Linux 7 Storage Management	IT Infrastructure
P	p-1566	"The Past, Present, and Future of Cloud Native API Gateways"	Cloud
P	p-1567	Android Apps with Kotlin: Build Your First App	"Languages, Frameworks, and Tools"
P	p-1568	Developing a Killer Personal Brand	Technology Leadership
P	p-1569	AWS Developer: Serverless Architecture and Monitoring	Cloud
P	p-1570	How to Stay Abreast in the Ever-changing World of Tech	Technology Leadership
P	p-1571	Building Resilient Streaming Analytics Systems on GCP	Cloud
P	p-1572	Managing IT: Organizational Change Management	IT Infrastructure
P	p-1573	Automating Your Automation: CodeMash	"Languages, Frameworks, and Tools"
P	p-1574	Implement Infrastructure Security for Cloud	Security
P	p-1575	Manage Cloud Security and Risk	Security
P	p-1576	 Building a REST API Using Python and Flask	Web Development
P	p-1577	TCP and UDP Operation	IT Infrastructure
P	p-1578	"Logging, Monitoring and Observability in Google Cloud"	Cloud
P	p-1579	PowerShell: Getting Started	IT Infrastructure
P	p-1580	The Case for PowerShell	IT Infrastructure
P	p-1581	Cisco Data Center Core: Configuring Compute	IT Infrastructure
P	p-1582	Building a Java Test Automation Framework from Scratch	"Languages, Frameworks, and Tools"
P	p-1583	Ruby: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1584	Handling Exceptions in Java	"Languages, Frameworks, and Tools"
P	p-1585	Working with Classes and Interfaces in Java	"Languages, Frameworks, and Tools"
P	p-1586	Identity and Access Management on AWS: Roles and Groups	Cloud
P	p-1587	Identity and Access Management on AWS: Users	Cloud
P	p-1588	How to Get Your Next Promotion	Technology Leadership
P	p-1589	"HTML, CSS, and JavaScript: The Big Picture"	"Languages, Frameworks, and Tools"
P	p-1590	Front End Web Development: Get Started	"Languages, Frameworks, and Tools"
P	p-1591	Building Websites with HTML	"Languages, Frameworks, and Tools"
P	p-1592	Electronics Fundamentals	"Languages, Frameworks, and Tools"
P	p-1593	Protocol Deep Dive: OSPF	IT Infrastructure
P	p-1594	Creating a Production Ready Character in Blender	Creative
P	p-1595	AWS CloudFormation Templates: Getting Started	Cloud
P	p-1596	How Machine Learning Works	Data
P	p-1597	Cisco Core Security: Describing and Configuring VPNs	IT Infrastructure
P	p-1598	Game Prop Modeling Fundamentals	Creative
P	p-1599	Beginner's Guide to 3ds Max	Creative
P	p-1600	Kusto Query Language (KQL) from Scratch	Data
P	p-1601	Building a High-performance Team	Technology Leadership
P	p-1602	AR Interactions and Worldspace UI in Unity	Creative
P	p-1603	Building Performant Progressive Web Apps from Scratch	Mobile Application Development
P	p-1604	C++11 from Scratch	"Languages, Frameworks, and Tools"
P	p-1605	Unity Physics Fundamentals	Creative
P	p-1606	Understanding Android Application Basics	Mobile Application Development
P	p-1607	Unity AR: Ground Plane Tools	Creative
P	p-1608	Unreal Engine 4 Fundamentals	"Languages, Frameworks, and Tools"
P	p-1609	Introduction to SketchBook Designer 2014	Creative
P	p-1610	Basic HTML for Kids	"Languages, Frameworks, and Tools"
P	p-1611	Creating AR Visualizations with Mesh Targeting in Unity	Creative
P	p-1612	Unity 2018 Fundamentals	Creative
P	p-1613	Building Mobile Apps with Visual Studio Tools for Apache Cordova	Mobile Application Development
P	p-1614	Unity AR Fundamentals	Creative
P	p-1615	Introduction to Web Development	"Languages, Frameworks, and Tools"
P	p-1616	Microservices Architecture: Executive Briefing	"Languages, Frameworks, and Tools"
P	p-1617	Working Remotely: From Isolation to Inclusion to Innovation with Craig Golightly	"Languages, Frameworks, and Tools"
P	p-1618	Making Work from Home Work for You	Technology Leadership
P	p-1619	Leadership in the Time of COVID-19	Technology Leadership
P	p-1620	RESTful Web Services with Node.js and Express	Web Development
P	p-1621	Terraform Deep Dive	IT Infrastructure
P	p-1622	JavaScript Proxies and Reflection	"Languages, Frameworks, and Tools"
P	p-1623	Cisco CCIE Routing and Switching: Implement Ethernet Technologies	IT Infrastructure
P	p-1624	Webpack: Transpiling and Bundling JavaScript	"Languages, Frameworks, and Tools"
P	p-1625	What Is Programming?	"Languages, Frameworks, and Tools"
P	p-1626	Preparing for Cloud Certifications with Hands-on Labs	Data
P	p-1627	Design Patterns in C++: Creational	"Languages, Frameworks, and Tools"
P	p-1628	Securing Network Communication with Cisco VPNs	Security
P	p-1629	Angular HTTP Communication	Web Development
P	p-1630	ITILÂ® 4 Foundation: Core Concepts	IT Infrastructure
P	p-1631	RxJS: Getting Started	Web Development
P	p-1632	Asynchronous Messaging with RabbitMQ and EasyNetQ	"Languages, Frameworks, and Tools"
P	p-1633	Getting Started with Docker Swarm Mode	IT Infrastructure
P	p-1634	PostgreSQL: Introduction to SQL Queries	Data
P	p-1635	Adobe XD CC Fundamentals	Creative
P	p-1636	Angular: First Look	Web Development
P	p-1637	Getting Started with Ubiquiti Routing and Switching	"Languages, Frameworks, and Tools"
P	p-1638	Big Picture: Enterprise Data Management	Data
P	p-1639	ITILÂ® 4 Foundation: Service Value System	IT Infrastructure
P	p-1640	Security Architecture and Design: The Big Picture	Security
P	p-1641	LFCE: Network and Host Security	IT Infrastructure
P	p-1642	CentOS Enterprise Linux 7 Operation Essentials	IT Infrastructure
P	p-1643	At Last! The Real-time Customer Experience	Data
P	p-1644	Automating Kubernetes Deployments Using a GitOps Workflow	IT Infrastructure
P	p-1645	Understanding SharePoint 2013: Part 5 - REST and CSOM	IT Infrastructure
P	p-1646	Managing Site Collections in SharePoint 2019	IT Infrastructure
P	p-1647	"Secure Cloud Applications, Users, and Related Technologies"	Cloud
P	p-1648	RHCSA for Red Hat OpenStack: Using OpenStack (Compute and Network Services)	IT Infrastructure
P	p-1649	OCP 12c Using Performance Enhancements in Oracle 12c	Data
P	p-1650	Optimizing SQL Queries in Oracle	Data
P	p-1651	"Deploying, Administering, and Securing Palo Alto Firewalls"	Security
P	p-1652	Implementing EIGRP for CCNP Routing and Switching 300-101 ROUTE	IT Infrastructure
P	p-1653	Managing Change when Moving to Google Cloud	Cloud
P	p-1654	React Native Fundamentals	Mobile Application Development
P	p-1655	Securing the Switch	IT Infrastructure
P	p-1656	Architecting with Google Kubernetes Engine - Workloads	Cloud
P	p-1657	Foundational TCP Analysis with Wireshark	Security
P	p-1658	Angular Reactive Forms	Web Development
P	p-1659	Wireless Technology Fundamentals	IT Infrastructure
P	p-1660	Amazon Web Services (AWS) Fundamentals for System Administrators	Cloud
P	p-1661	Re-inventing Computing - The Challenges of Quantum Algorithms	"Languages, Frameworks, and Tools"
P	p-1662	Advanced Networking on AWS	Cloud
P	p-1663	Building Your First Amazon Redshift Data Warehouse	Data
P	p-1664	Introduction to Modeling in Maya	Creative
P	p-1665	Building Distributed Applications with Go	"Languages, Frameworks, and Tools"
P	p-1666	Introduction to Graph Databases	IT Infrastructure
P	p-1667	Program Management: Identifying Your Objectives	Project Management
P	p-1668	Using Cisco ACI with VMware vSphere Integration	IT Infrastructure
P	p-1669	vSphere 6 Data Center: Configure Advanced Networking	IT Infrastructure
P	p-1670	Visualizing Network Traffic with Wireshark	IT Infrastructure
P	p-1671	Spring Framework: Spring MVC Fundamentals	"Languages, Frameworks, and Tools"
P	p-1672	Big Data: The Big Picture	Data
P	p-1673	Design Patterns Overview	"Languages, Frameworks, and Tools"
P	p-1674	Concurrent Programming with Go	"Languages, Frameworks, and Tools"
P	p-1675	Scaling Java Applications Through Concurrency	"Languages, Frameworks, and Tools"
P	p-1676	Java Fundamentals: Asynchronous Programming Using CompletionStage	"Languages, Frameworks, and Tools"
P	p-1677	Kubernetes Package Administration with Helm	IT Infrastructure
P	p-1678	Linux Host Security	IT Infrastructure
P	p-1679	What's New in Java 8	"Languages, Frameworks, and Tools"
P	p-1680	Architecting with Google Kubernetes Engine - Foundations	Cloud
P	p-1681	Java EE: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1682	Introduction to Networking for Cisco CCNA	IT Infrastructure
P	p-1683	Hack My Misconfigured Kubernetes	IT Infrastructure
P	p-1684	Using Git for Source Control in Visual Studio 2019	"Languages, Frameworks, and Tools"
P	p-1685	Hybrid Cloud Multi-Cluster with Anthos	Cloud
P	p-1686	Hybrid Cloud Infrastructure Foundations with Anthos	Cloud
P	p-1687	Cisco Firepower Fundamentals	Security
P	p-1688	Automated Testing: End to End	"Languages, Frameworks, and Tools"
P	p-1689	Design Patterns in Java: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1690	Node.js: The Big Picture	Web Development
P	p-1691	Surviving Dependency with Maven	"Languages, Frameworks, and Tools"
P	p-1692	SharePoint 2013 Development: Client Object Model and REST API	IT Infrastructure
P	p-1693	STP and EtherChannel Operation and Configuration	IT Infrastructure
P	p-1694	Oracle Database 12c Performance Tuning and Optimization	Data
P	p-1695	Build Your Azure Skills with Microsoft Learn and Pluralsight	Cloud
P	p-1696	Self-assessing Your Emotional Intelligence	Technology Leadership
P	p-1697	Working and Communicating with Different Personalities	Technology Leadership
P	p-1698	Your AI Is Wrong! Lessons from Decision-making with Imperfect AI	Data
P	p-1699	Basic Call Operation and Components for Cisco Collaboration (300-070) CIPTV1	IT Infrastructure
P	p-1700	Implementing DevOps in the Real World	IT Infrastructure
P	p-1701	Visual Studio 2019 Getting Started	"Languages, Frameworks, and Tools"
P	p-1702	Information Security Manager: Information Security Governance	Security
P	p-1703	Automating Cisco ASA and Firepower Policies Using APIs	Security
P	p-1704	Wireless Architecture Fundamentals	IT Infrastructure
P	p-1705	Security Management	Security
P	p-1706	Secure Network Design	Security
P	p-1707	Preparing for an (ISC)2Â® Certification Exam	Security
P	p-1708	Vue.js: Big Picture	Web Development
P	p-1709	Scala Build Tool: Getting Started	"Languages, Frameworks, and Tools"
P	p-1710	Integrating Connected IoT Microcontrollers with Amazon FreeRTOS	Cloud
P	p-1711	Preparing for the Google Cloud Professional Cloud Architect Exam	Cloud
P	p-1712	Java Fundamentals: The Core Platform	"Languages, Frameworks, and Tools"
P	p-1713	Salary Negotiation Doesn't Have to Be Scary	Technology Leadership
P	p-1714	Advanced Machine Learning with ENCOG - Part 2	Data
P	p-1715	Getting Started with Python Concurrency	"Languages, Frameworks, and Tools"
P	p-1716	Building a Modern CI/CD Pipeline with Jenkins	IT Infrastructure
P	p-1717	Running a Large Solution at Scale	Project Management
P	p-1718	The Unsuspecting Beauty & Complexity of Web Forms	"Languages, Frameworks, and Tools"
P	p-1719	Fireside Chat with Microsoft	Web Development
P	p-1720	You're Compromising Your Company's Security. Here's How.	Security
P	p-1721	Firebase Firestore: Getting Started	Cloud
P	p-1722	What Do You Know? And How Do You Know You Know It?	"Languages, Frameworks, and Tools"
P	p-1723	Building Web Applications with ASP.NET Core MVC	Web Development
P	p-1724	Force Layout Graphs in D3	Data
P	p-1725	Using Docker on AWS with the Command Line	Cloud
P	p-1726	Implementing and Monitoring Threat Management in Microsoft 365	IT Infrastructure
P	p-1727	Architecting Cisco Secure Communications	IT Infrastructure
P	p-1728	Monitoring Containerized Application Health with Docker	IT Infrastructure
P	p-1729	Implementing and Validating QoS Designs	Web Development
P	p-1730	Linux Administration with sed and awk	IT Infrastructure
P	p-1731	AEM Developer Fundamentals	Marketing
P	p-1732	Building Scalable APIs with the AWS API Gateway	Cloud
P	p-1733	Fundamentals of Object Oriented Programming in Java	"Languages, Frameworks, and Tools"
P	p-1734	Spring Fundamentals	"Languages, Frameworks, and Tools"
P	p-1735	Developing Alexa Skills for Amazon Echo	Web Development
P	p-1736	Core Python: Organizing Larger Programs	"Languages, Frameworks, and Tools"
P	p-1737	Unit Testing with pytest	"Languages, Frameworks, and Tools"
P	p-1738	The Go Standard Library	"Languages, Frameworks, and Tools"
P	p-1739	Deep Dive into Go Packages	"Languages, Frameworks, and Tools"
P	p-1740	Android Realm Fundamentals	Data
P	p-1741	Analyzing Java Thread Dumps	"Languages, Frameworks, and Tools"
P	p-1742	Photography Basics	Creative
P	p-1743	Kanban Fundamentals	Project Management
P	p-1744	AWS IoT: The Big Picture	Cloud
P	p-1745	Domain-Driven Design Fundamentals	"Languages, Frameworks, and Tools"
P	p-1746	Java: Writing Readable and Maintainable Code	"Languages, Frameworks, and Tools"
P	p-1747	Domain-Driven Design in Practice	"Languages, Frameworks, and Tools"
P	p-1748	Fundamentals of Test Automation in Java	"Languages, Frameworks, and Tools"
P	p-1749	Java: Refactoring to Design Patterns	"Languages, Frameworks, and Tools"
P	p-1750	Object-oriented Programming with Go	"Languages, Frameworks, and Tools"
P	p-1751	Amazon Neptune: Best Practices	"Languages, Frameworks, and Tools"
P	p-1752	Handling and Analyzing Data with AWS Elastic MapReduce	Cloud
P	p-1753	Big Data on AWS: The Big Picture	Data
P	p-1754	Getting Started with OAuth 2.0	Security
P	p-1755	Deploying Network Configuration Management and Telemetry Solutions	IT Infrastructure
P	p-1756	Web Security and the OWASP Top 10: The Big Picture	Security
P	p-1757	Designing Cisco SD-WAN Architecture and Components	IT Infrastructure
P	p-1758	What's New in Java EE 8	"Languages, Frameworks, and Tools"
P	p-1759	Enabling Remote Access with Cisco VPNs	IT Infrastructure
P	p-1760	Cisco Core Security: Network Security with Cisco Firepower	Security
P	p-1761	Linux Network Programming	IT Infrastructure
P	p-1762	Getting Started with Ansible on Windows	IT Infrastructure
P	p-1763	Modifying Data in MongoDB	Data
P	p-1764	Setting up a Java Development Environment	"Languages, Frameworks, and Tools"
P	p-1765	Putting People First as a Business Analyst	Project Management
P	p-1766	Advanced Pandas	Data
P	p-1767	AWS Developer: The Big Picture	Cloud
P	p-1768	Interpreting Data with Advanced Statistical Models	Data
P	p-1769	Using React Hooks	Web Development
P	p-1770	Understanding Machine Learning	Data
P	p-1771	Scrum Development with Jira & JIRA Agile	Project Management
P	p-1772	Defensive Coding in Java	"Languages, Frameworks, and Tools"
P	p-1773	SOLID Software Design Principles in Java	"Languages, Frameworks, and Tools"
P	p-1774	Juniper Networks JNCIA-Junos: Junos Configuration Basics	IT Infrastructure
P	p-1775	Juniper Networks JNCIA-Junos: Routing Policy and Firewall Filters	IT Infrastructure
P	p-1776	Blazor for the Web Forms Developer	"Languages, Frameworks, and Tools"
P	p-1777	Testing Automation: The Big Picture	IT Infrastructure
P	p-1778	Using Lambda Expressions in Java Code	"Languages, Frameworks, and Tools"
P	p-1779	"C# Events, Delegates and Lambdas"	"Languages, Frameworks, and Tools"
P	p-1780	Conceptual Sculpting on a Budget in Sculptris and Blender	Creative
P	p-1781	Introduction to Dynamics in Blender	Creative
P	p-1782	Designing a Low Poly Game Environment in Blender	Creative
P	p-1783	Creating a Realistic Environment in Blender	Creative
P	p-1784	Creating Game Animations in Blender	Creative
P	p-1785	Introduction to Rigging in Blender	Creative
P	p-1786	Designing Cisco Enterprise Networks: Network Automation	IT Infrastructure
P	p-1787	Drawing and Painting in Illustrator	Creative
P	p-1788	Spring: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1790	Cisco Data Center Core: Configuring Network Storage	IT Infrastructure
P	p-1791	Protocol Deep Dive: Network Address Translation (NAT)	IT Infrastructure
P	p-1792	Deploying a Python App with Oracle Cloud Container Engine for Kubernetes	Cloud
P	p-1793	Implementing Cloud App Security in Microsoft 365	IT Infrastructure
P	p-1794	Hands-on Ansible	IT Infrastructure
P	p-1795	The Absolute Beginner's Guide to Docker	IT Infrastructure
P	p-1796	Processing Data on AWS	Data
P	p-1797	Working with Alternative Build Systems	"Languages, Frameworks, and Tools"
P	p-1798	Personnel Security	Security
P	p-1799	Julia: Getting Started	"Languages, Frameworks, and Tools"
P	p-1800	Security Event Triage: Detecting Network Anomalies with Behavioral Analysis	Security
P	p-1801	What is Deep Learning?	Data
P	p-1802	Puppet Fundamentals for System Administrators	IT Infrastructure
P	p-1803	Cisco Enterprise Networks: Spanning Tree Protocols and EtherChannels	IT Infrastructure
P	p-1804	Building SharePoint Apps as Single Page Apps with AngularJS	IT Infrastructure
P	p-1805	Continuous Delivery and Automation on AWS for DevOps Engineers	Cloud
P	p-1806	Message Queuing with Amazon Simple Queue Service (SQS)	Cloud
P	p-1807	"Interview with Rachel Higham, Managing Director of IT for BT Technology"	Technology Leadership
P	p-1808	Digital Forensics: The Big Picture	Security
P	p-1809	Juniper Networks JNCIA-Junos: Routing Fundamentals	IT Infrastructure
P	p-1810	Introduction to Dynamic Routing	IT Infrastructure
P	p-1811	Introducing Scrum	Project Management
P	p-1812	Docker Networking	IT Infrastructure
P	p-1813	"Clean Architecture: Patterns, Practices, and Principles"	"Languages, Frameworks, and Tools"
P	p-1814	vSphere 6.5 Foundations: Install and Configure vCenter and ESXi	IT Infrastructure
P	p-1815	Building Scalable Java Microservices with Spring Boot and Spring Cloud on Google Cloud	Cloud
P	p-1816	Introduction to AWS Lambda	Cloud
P	p-1817	Deep Dive: Domain Name Service (DNS)	IT Infrastructure
P	p-1818	Implementing Terraform with AWS	IT Infrastructure
P	p-1819	SharePoint 2013 Fundamentals	IT Infrastructure
P	p-1820	Regular Expression Fundamentals	"Languages, Frameworks, and Tools"
P	p-1821	How CTF Competitions Make You a Better Developer: CodeMash	Security
P	p-1822	Microsoft Azure Services and Concepts	Cloud
P	p-1823	Exploring Product Finance	Data
P	p-1824	Day 1 Keynote	"Languages, Frameworks, and Tools"
P	p-1825	Troubleshooting with Wireshark: Analyzing and Decrypting TLS Traffic in Wireshark (Using HTTPs)	IT Infrastructure
P	p-1826	Understanding Your Audience	Technology Leadership
P	p-1827	RabbitMQ by Example	"Languages, Frameworks, and Tools"
P	p-1828	Understanding Software-as-a-Service	Cloud
P	p-1829	Object Oriented Programming with Kotlin	"Languages, Frameworks, and Tools"
P	p-1830	Fundamentals of Salesforce Community Cloud	Cloud
P	p-1831	Salesforce Administration: The Big Picture	Cloud
P	p-1832	Managing a Graph Database with Amazon Neptune	Cloud
P	p-1833	Storing Data on AWS	Cloud
P	p-1834	Puppet 4: Language Essentials	IT Infrastructure
P	p-1835	Advanced Node.js	Web Development
P	p-1836	AWS DynamoDB Deep Dive	Data
P	p-1837	Deploying an Application on AWS	Cloud
P	p-1838	Automating Cisco Meraki Operations Using APIs	IT Infrastructure
P	p-1839	Introduction to Windows Server Administration Concepts	IT Infrastructure
P	p-1840	Designing Scalable Data Architectures on the Google Cloud	Cloud
P	p-1841	GraphQL: The Big Picture	Data
P	p-1842	Django Templates	Web Development
P	p-1843	Infrastructure as Code: Don't Forget How to Build Your Canoe	"Languages, Frameworks, and Tools"
P	p-1844	Introduction to Firewalls	IT Infrastructure
P	p-1845	"Applying Agile Concepts, Techniques, and Focus Areas"	"Languages, Frameworks, and Tools"
P	p-1846	Illustrator CC Fundamentals	Creative
P	p-1847	Juniper Networks JNCIA-Junos: Operational Monitoring and Maintenance	IT Infrastructure
P	p-1848	TensorFlow: Getting Started	Data
P	p-1849	RavenDB 4: Getting Started	Data
P	p-1850	Introduction to MongoDB	Data
P	p-1851	Styling React Components	Web Development
P	p-1852	Cisco Enterprise Networks: First Hop Redundancy Protocols	IT Infrastructure
P	p-1853	Distributed Systems: The Big Picture	"Languages, Frameworks, and Tools"
P	p-1854	Spring Framework: Aspect Oriented Programming with Spring AOP	"Languages, Frameworks, and Tools"
P	p-1855	Spring with JPA and Hibernate	"Languages, Frameworks, and Tools"
P	p-1856	Microsoft Azure DevOps Engineer: Leveraging ARM Templates for Infrastructure	Cloud
P	p-1857	Cisco Network Design Blocks for CCDA DESGN (200-310)	IT Infrastructure
P	p-1858	Understanding Genetic Algorithms and Genetic Programming	Data
P	p-1859	Mining Data from Time Series	Data
P	p-1860	Penetration Testing and Ethical Hacking with Kali Linux	Security
P	p-1861	IoT Full Stack Development: Getting Started	Security
P	p-1862	Reducing Complexity in Data	Data
P	p-1863	Architecting for Operational Excellence on AWS	Cloud
P	p-1864	Monitoring and Event Response on AWS for DevOps Engineers	Cloud
P	p-1865	Protocol Deep Dive: SSH and Telnet	IT Infrastructure
P	p-1866	Ruby Fundamentals	"Languages, Frameworks, and Tools"
P	p-1867	Exploring the Apache Spark Structured Streaming API for Processing Streaming Data	Data
P	p-1868	Beginning Data Exploration and Analysis with Apache Spark	Data
P	p-1869	Structured Streaming in Apache Spark 2	Data
P	p-1870	Modeling Streaming Data for Processing with Apache Spark Structured Streaming	Data
P	p-1871	"Applying the Lambda Architecture with Spark, Kafka, and Cassandra"	Data
P	p-1872	Introduction to Cisco ISE for CCNP Security (300-208) SISAS	IT Infrastructure
P	p-1873	Developing Websites for Accessibility: Getting Started	"Languages, Frameworks, and Tools"
P	p-1874	Cloud Security: Introduction to Certified Cloud Security Professional (CCSPÂ®)	Security
P	p-1875	Getting Started with CircleCI	"Languages, Frameworks, and Tools"
P	p-1876	Heroku: Getting Started	Data
P	p-1877	Designing Hybrid Networks in AWS	Cloud
P	p-1878	Modeling Data in Power BI	Data
P	p-1879	Service Workers: Deep Dive	Web Development
P	p-1880	Java Web Fundamentals	"Languages, Frameworks, and Tools"
P	p-1881	Exploring Product Operations	Data
P	p-1882	"Build, Train, and Deploy Machine Learning Models with Amazon SageMaker"	Cloud
P	p-1883	Getting Started with Power BI	Data
P	p-1884	Practical Networking	IT Infrastructure
P	p-1885	PowerShell DevOps Playbook	IT Infrastructure
P	p-1886	Building Your First scikit-learn Solution	Data
P	p-1887	Building Clustering Models with scikit-learn	Data
P	p-1888	Automating Jenkins with Groovy	"Languages, Frameworks, and Tools"
P	p-1889	Getting Started with Consul	IT Infrastructure
P	p-1890	Scraping Dynamic Web Pages with Python and Selenium	Data
P	p-1891	Introduction to Amazon API Gateway	Cloud
P	p-1892	Fireside Chat: Reality Check on Deep Fakes	Creative
P	p-1893	Machine Learning: Executive Briefing	Data
P	p-1894	Smash into Vim	"Languages, Frameworks, and Tools"
P	p-1895	Designing Cisco Enterprise Networks: Routing Protocols	IT Infrastructure
P	p-1896	"Django Views, Apps, and URL Mappings"	Web Development
P	p-1897	Getting Started with Asynchronous Programming in .NET	"Languages, Frameworks, and Tools"
P	p-1898	Encapsulation and SOLID	"Languages, Frameworks, and Tools"
P	p-1899	C# Design Patterns: Composite	"Languages, Frameworks, and Tools"
P	p-1900	Practical Team Management for Software Engineers	Technology Leadership
P	p-1901	AWS Developer: An Introduction to AWS Lambda	Cloud
P	p-1902	Azure Functions Fundamentals	Cloud
P	p-1903	Making Your C# Code More Object-oriented	"Languages, Frameworks, and Tools"
P	p-1904	C# Language Internals - Part 2	"Languages, Frameworks, and Tools"
P	p-1905	Introduction to AWS Global Accelerator	Cloud
P	p-1906	Testing JavaScript with Jasmine and TypeScript	"Languages, Frameworks, and Tools"
P	p-1907	Assembly Language: The (Sega) Genesis of Programming: CodeMash	"Languages, Frameworks, and Tools"
P	p-1908	Mining Data from Networks	Data
P	p-1909	Google Cloud Functions Fundamentals	Cloud
P	p-1910	Extracting Structured Data from the Web Using Scrapy	Data
P	p-1911	Level Up: Start Contributing to Open Source	"Languages, Frameworks, and Tools"
P	p-1912	Achieving 100% Adoption of Analytics in the Enterprise	Data
P	p-1913	Combining and Shaping Data	Data
P	p-1914	Conducting Business Analysis & Developing Requirements	Project Management
P	p-1915	Building a Future for Equitable Computer Science Education	Web Development
P	p-1916	Managing Advanced Kubernetes Logging and Tracing	IT Infrastructure
P	p-1917	Monitoring Key Systems with Prometheus Exporters	"Languages, Frameworks, and Tools"
P	p-1918	Architecture and Design for CompTIA Security+	Security
P	p-1919	Creating Workflow Actions in Splunk	Security
P	p-1920	Correlating Events with Transactions in Splunk	Security
P	p-1921	Creating Data Models and Optimizing Pivot in Splunk	IT Infrastructure
P	p-1922	Employing the Splunk Common Information Model (CIM)	IT Infrastructure
P	p-1923	Excel 2019 Essentials	Business Professional
P	p-1924	"Vue 3.0 Better, Faster, and Stronger: CodeMash"	Web Development
P	p-1925	Bootstrap 4 for the Developer	Web Development
P	p-1926	Deploying Machine Learning Solutions	Data
P	p-1927	Creating Machine Learning Models	Data
P	p-1928	AWS Developer: Designing and Developing	Cloud
P	p-1929	AWS Simple Systems Manager for EC2: Getting Started	Cloud
P	p-1930	"Oracle Developer Essentials: Views, Synonyms and Triggers"	Data
P	p-1931	NoSQL: The Big Picture	Data
P	p-1932	Cisco CyberOps: Exploring Security Concepts	Security
P	p-1933	Cisco CyberOps: Security Monitoring	Security
P	p-1934	Exploiting Host-based Vulnerabilities for CompTIA PenTest+	Security
P	p-1935	Serverless Architecture: Executive Briefing	Cloud
P	p-1936	Structural Design Patterns in Swift 5	"Languages, Frameworks, and Tools"
P	p-1937	Progressive Web Apps: The Big Picture	Mobile Application Development
P	p-1938	Automating AWS Operations with the AWS CLI	Cloud
P	p-1939	Design Patterns in Java: Structural	"Languages, Frameworks, and Tools"
P	p-1940	Introduction to Grunt	"Languages, Frameworks, and Tools"
P	p-1941	Microservices: Getting Started	"Languages, Frameworks, and Tools"
P	p-1942	ASP.NET Core Fundamentals	Web Development
P	p-1943	Redux Saga	Web Development
P	p-1944	Understanding Databases with SQLAlchemy: Python Data Playbook	Web Development
P	p-1945	Play by Play: Customizing Gradle with Plugins	"Languages, Frameworks, and Tools"
P	p-1946	Summarizing Data and Deducing Probabilities	Data
P	p-1947	Introduction to Emotional Intelligence	Technology Leadership
P	p-1948	Fundamentals of Network Virtualization	IT Infrastructure
P	p-1949	Managing AWS EC2 Instances	Cloud
